c,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
22.035456,2.0,0.15792245,2651.1382,2243.2856,2266.8293,2330.0876,2361.3794,2418.8337,2516.7163,2629.1226,2691.6536,994.69293,451.979,50.273636,0.041985918,-0.6310708,-0.77572525,-0.6306758,-0.7760464,1.0,1.0,2.0
22.581652,2.0,0.15821482,2654.2422,2271.1128,2273.022,2343.7993,2384.2222,2386.246,2507.6665,2628.5107,2695.2432,993.9154,695.9218,50.258865,0.04203769,-0.6312964,-0.77554166,-0.63607824,-0.77162457,1.0,2.0,1.0
21.0,2.0,0.146378,2845.0,2231.0,2277.0,2365.0,2375.0,2467.0,2549.0,2839.0,2842.0,1000.0,1024.0,49.852417,0.04208946,-0.63152194,-0.77535796,-0.64144963,-0.7671651,0.0,0.0,0.0
22.622162,2.0,0.1602498,2705.1602,2290.4504,2320.8245,2381.1965,2420.0647,2477.4172,2580.897,2720.5703,2775.3267,995.1876,877.40454,49.79383,0.04214123,-0.6317475,-0.77517426,-0.6467898,-0.7626683,1.0,1.0,6.0
22.80833,1.9986131,0.164858,2674.5083,2275.0518,2297.8545,2359.5361,2406.7983,2446.9153,2548.2915,2663.9646,2720.1162,992.2781,785.89294,49.792294,0.042193,-0.63197297,-0.77499044,-0.6520984,-0.75813437,1.0,2.0,5.0
22.953836,1.9969554,0.16775551,2684.8677,2272.8345,2294.144,2361.9983,2409.2568,2442.122,2559.552,2668.2283,2722.5222,990.9551,742.302,49.772114,0.04224477,-0.63219833,-0.77480656,-0.6573752,-0.7535634,1.0,3.0,4.0
23.020798,1.9988395,0.1701186,2670.8914,2261.2827,2289.5815,2352.2236,2405.6875,2433.125,2562.3486,2654.9321,2725.2654,992.3374,675.9795,49.712498,0.04229654,-0.6324237,-0.7746227,-0.66262007,-0.7489557,1.0,4.0,3.0
22.870758,1.9957937,0.17258434,2655.0942,2239.3208,2269.835,2335.0198,2375.4985,2423.4158,2553.3394,2640.4526,2716.1047,993.34235,604.4813,49.65069,0.042348314,-0.632649,-0.7744387,-0.66783255,-0.7443116,1.0,5.0,2.0
22.426022,1.993672,0.17301124,2624.4136,2202.773,2256.436,2331.6958,2352.1018,2394.6082,2537.9026,2619.5552,2713.7183,995.8491,525.69525,49.46585,0.042400084,-0.63287425,-0.7742546,-0.6730125,-0.7396311,1.0,6.0,1.0
21.0,2.0,0.165865,2449.0,2025.0,2064.0,2083.0,2126.0,2145.0,2334.0,2447.0,2447.0,1000.0,384.0,49.135616,0.042451855,-0.63309944,-0.77407044,-0.67815965,-0.7349146,0.0,0.0,0.0
22.657095,2.0,0.16959904,2687.9285,2238.661,2289.3618,2359.7944,2377.8865,2432.3176,2570.0762,2674.9006,2731.724,996.651,490.09167,49.62539,0.042503625,-0.6333246,-0.77388626,-0.6832738,-0.73016226,1.0,1.0,10.0
23.962566,1.9978099,0.17024283,2758.9463,2356.917,2377.6418,2451.49,2496.6028,2525.3643,2660.475,2751.8608,2797.0996,996.59357,569.6016,49.9154,0.042555396,-0.6335497,-0.773702,-0.68835455,-0.7253744,1.0,2.0,9.0
24.952108,1.9977996,0.16908517,2883.8137,2454.826,2496.0918,2570.2893,2619.2126,2641.7812,2785.703,2879.3071,2922.6477,997.70654,612.9673,50.08428,0.042607166,-0.6337747,-0.77351767,-0.6934018,-0.72055113,1.0,3.0,8.0
26.076591,1.9982865,0.16742434,2984.958,2556.9639,2596.3071,2674.6855,2720.4382,2752.9727,2895.4885,2980.5203,3033.6848,997.1803,653.1248,50.188694,0.042658936,-0.6339997,-0.7733333,-0.6984153,-0.71569276,1.0,4.0,7.0
27.067198,1.9958247,0.16569243,3090.8745,2641.1472,2694.9536,2773.0168,2818.9744,2847.9746,2995.4622,3084.794,3145.9348,996.15234,677.8373,50.23411,0.042710707,-0.63422465,-0.77314883,-0.7033947,-0.71079946,1.0,5.0,6.0
28.08878,1.9950286,0.16459168,3205.8936,2736.873,2794.4023,2868.2156,2920.4539,2961.084,3107.3442,3193.9436,3264.1821,995.91986,707.4781,50.243332,0.042762477,-0.6344495,-0.7729643,-0.7083398,-0.7058716,1.0,6.0,5.0
28.87276,1.9937935,0.16300839,3300.7427,2818.0518,2874.6055,2941.0498,3009.8174,3054.0564,3202.6719,3308.3215,3367.2805,993.1373,731.4504,50.230213,0.042814247,-0.6346743,-0.7727797,-0.71325046,-0.70090926,1.0,7.0,4.0
29.647442,1.9913362,0.16207576,3397.9495,2895.1357,2956.3064,3033.0017,3093.2222,3147.626,3298.8008,3404.4568,3468.6135,991.5109,750.99744,50.156338,0.042866018,-0.6348991,-0.7725951,-0.7181263,-0.6959128,1.0,8.0,3.0
30.541504,1.993166,0.15973301,3495.571,2968.9788,3015.6,3103.6152,3176.6665,3243.169,3407.3022,3518.8894,3575.871,993.329,766.7114,50.170834,0.042917788,-0.6351238,-0.77241033,-0.72296715,-0.6908824,1.0,9.0,2.0
30.84221,1.9940854,0.15745793,3609.3694,3014.0864,3111.2236,3226.7544,3263.6162,3325.5403,3504.6477,3623.8884,3706.1313,992.6553,778.4034,50.149284,0.04296956,-0.63534844,-0.77222556,-0.7277728,-0.6858184,1.0,10.0,1.0
31.0,2.0,0.1516,4097.0,3066.0,3165.0,3192.0,3243.0,3331.0,3882.0,4094.0,4094.0,1000.0,768.0,50.11456,0.04302133,-0.635573,-0.7720407,-0.7325429,-0.68072087,0.0,0.0,0.0
31.0,2.0,0.167216,3980.0,3034.0,3128.0,3175.0,3228.0,3476.0,3841.0,3976.0,3979.0,1000.0,512.0,50.22515,0.0430731,-0.6357976,-0.77185583,-0.7372773,-0.6755902,0.0,0.0,0.0
31.290627,2.0,0.15962003,3734.418,3096.3625,3172.9604,3285.6306,3327.0044,3382.0405,3573.9792,3735.9062,3779.8188,993.2217,687.5157,49.781406,0.04312487,-0.6360221,-0.7716708,-0.74197584,-0.6704266,1.0,1.0,1.0
31.0,2.0,0.161752,4022.0,2984.0,3111.0,3181.0,3227.0,3505.0,3774.0,4021.0,4021.0,1000.0,896.0,48.971775,0.04317664,-0.63624656,-0.7714858,-0.7466382,-0.66523033,0.0,0.0,0.0
30.951937,2.0,0.15654598,3594.2139,3020.8113,3097.5833,3210.2534,3252.453,3320.9722,3494.8323,3615.9565,3671.8499,992.5206,646.894,49.67731,0.04322841,-0.6364709,-0.7713007,-0.75126415,-0.6600017,1.0,1.0,1.0
31.0,2.0,0.158495,3493.0,2988.0,3032.0,3062.0,3066.0,3096.0,3382.0,3492.0,3492.0,1000.0,256.0,49.782784,0.04328018,-0.63669527,-0.7711155,-0.7558535,-0.6547408,0.0,0.0,0.0
31.0,2.0,0.140699,3436.0,2961.0,3054.0,3069.0,3078.0,3198.0,3383.0,3435.0,3436.0,1000.0,128.0,52.55987,0.043331955,-0.63691956,-0.7709303,-0.76040596,-0.64944804,0.0,0.0,0.0
30.810696,2.0,0.15211977,3519.2012,3022.3398,3099.977,3157.0662,3174.6548,3261.8257,3396.2917,3492.3535,3568.9487,998.1599,398.1656,51.366283,0.043383725,-0.6371438,-0.770745,-0.7649214,-0.6441236,1.0,1.0,4.0
31.189043,1.9976966,0.1522984,3549.4014,3054.3625,3128.8855,3186.5266,3237.8567,3312.5205,3445.171,3541.4756,3608.5347,996.4337,569.98474,50.91712,0.043435495,-0.63736796,-0.7705596,-0.7693996,-0.63876784,1.0,2.0,3.0
31.198774,1.9992297,0.15152086,3582.3262,3081.4893,3148.3308,3226.8071,3284.7834,3339.9822,3488.0427,3591.1062,3641.4385,995.48596,701.131,50.80595,0.043487266,-0.6375921,-0.7703742,-0.7738402,-0.6333809,1.0,3.0,2.0
31.592157,2.0,0.15040027,3633.541,3159.0757,3219.7778,3293.866,3323.9421,3360.5066,3527.9683,3644.3228,3696.7224,994.9743,819.99255,50.80844,0.043539036,-0.63781613,-0.7701887,-0.7782431,-0.62796307,1.0,4.0,1.0
31.0,2.0,0.144104,3932.0,3186.0,3325.0,3370.0,3453.0,3566.0,3698.0,3930.0,3931.0,1000.0,1024.0,50.76992,0.043590806,-0.6380401,-0.7700031,-0.78260815,-0.62251467,0.0,0.0,0.0
31.93133,2.0,0.15022288,3661.544,3173.7961,3236.2349,3299.4226,3351.64,3418.463,3561.4263,3679.6643,3736.8591,998.08954,882.8799,50.69018,0.043642577,-0.6382641,-0.7698175,-0.78693503,-0.61703587,1.0,1.0,6.0
32.31393,1.9990689,0.15330791,3660.3884,3181.4192,3248.977,3327.273,3373.3406,3446.55,3575.7349,3667.4495,3719.0132,997.85547,783.9159,50.678585,0.043694347,-0.638488,-0.76963174,-0.7912235,-0.611527,1.0,2.0,5.0
32.734978,1.9966257,0.15448612,3703.1233,3222.5168,3289.037,3373.226,3410.0957,3484.5403,3622.1665,3710.7395,3757.1794,996.8363,724.2568,50.591743,0.043746118,-0.63871187,-0.769446,-0.79547346,-0.6059884,1.0,3.0,4.0
33.03876,1.9970143,0.15537614,3731.3337,3250.1318,3327.309,3397.4265,3453.4646,3511.1677,3653.0652,3739.6245,3796.0745,996.9869,650.95264,50.51799,0.043797888,-0.6389357,-0.76926017,-0.79968464,-0.60042024,1.0,4.0,3.0
33.1389,1.998944,0.15589903,3766.8677,3276.9976,3357.1465,3425.4683,3476.5088,3550.4775,3697.2114,3773.4727,3828.1177,996.01587,573.24054,50.44356,0.04384966,-0.6391594,-0.76907426,-0.80385685,-0.59482276,1.0,5.0,2.0
32.990555,2.0,0.15607013,3794.0537,3279.5837,3384.2305,3475.9631,3516.1152,3580.6062,3748.9316,3820.6626,3869.6262,998.19104,499.92447,50.165222,0.04390143,-0.6393831,-0.76888835,-0.8079899,-0.5891964,1.0,6.0,1.0
31.0,2.0,0.164331,3925.0,3227.0,3308.0,3362.0,3472.0,3709.0,3779.0,3924.0,3925.0,1000.0,384.0,49.557503,0.0439532,-0.6396067,-0.7687023,-0.81208354,-0.5835412,0.0,0.0,0.0
33.67178,2.0,0.1479441,3844.8794,3339.1943,3436.0247,3511.304,3563.6577,3621.711,3767.64,3858.9814,3904.6492,996.84155,535.077,50.453815,0.04400497,-0.6398303,-0.76851624,-0.8161376,-0.5778576,1.0,1.0,7.0
34.945686,1.9985341,0.14145268,3930.8823,3460.6787,3542.6772,3610.6038,3663.4912,3721.3208,3859.3743,3939.323,3996.5566,995.81665,607.4855,50.94663,0.04405674,-0.6400538,-0.7683301,-0.82015187,-0.5721459,1.0,2.0,6.0
36.000965,1.9957167,0.13503662,4022.2104,3543.035,3640.0671,3722.7935,3762.292,3828.6597,3956.5964,4023.0503,4080.4968,997.0911,636.7674,51.250385,0.04410851,-0.6402773,-0.76814383,-0.8241262,-0.56640625,1.0,3.0,5.0
37.222656,1.9955983,0.12756997,4136.413,3661.2332,3768.8147,3836.4001,3881.7468,3937.5527,4077.2935,4144.3896,4202.301,994.2365,654.7742,51.515327,0.04416028,-0.6405007,-0.76795757,-0.8280603,-0.560639,1.0,4.0,4.0
38.31848,1.9937282,0.12053518,4241.823,3743.2446,3873.077,3933.102,3983.503,4049.6274,4190.1675,4244.657,4311.1567,992.7063,651.927,51.71231,0.04421205,-0.64072406,-0.76777124,-0.8319541,-0.55484444,1.0,5.0,3.0
39.360973,1.9908793,0.11310553,4347.1777,3845.7505,3956.6572,4025.4084,4077.2734,4164.8364,4297.508,4344.6514,4421.031,992.1011,648.81836,51.96454,0.04426382,-0.6409474,-0.7675848,-0.8358074,-0.5490228,1.0,6.0,2.0
40.11906,1.9930649,0.10551551,4426.932,3910.5642,4036.6953,4114.047,4139.7935,4227.7935,4362.121,4426.265,4503.788,994.9963,642.83093,52.316345,0.04431559,-0.6411706,-0.76739836,-0.8396199,-0.54317445,1.0,7.0,1.0
41.0,2.0,0.09501499,4479.0,4008.0,4121.0,4123.0,4146.0,4205.0,4386.0,4478.0,4478.0,1000.0,640.0,53.231617,0.044367366,-0.64139384,-0.7672118,-0.8433914,-0.53729963,0.0,0.0,0.0
41.0,2.0,0.09400399,4520.0,4091.0,4233.0,4246.0,4282.0,4317.0,4442.0,4519.0,4519.0,1000.0,768.0,50.74944,0.044419136,-0.641617,-0.7670252,-0.8471219,-0.5313986,0.0,0.0,0.0
40.709217,1.9960432,0.09860333,4557.9756,4072.915,4176.0254,4237.842,4284.907,4380.635,4486.3057,4574.3203,4629.996,987.966,616.0554,51.20818,0.044470906,-0.6418401,-0.7668385,-0.8508111,-0.5254716,1.0,1.0,2.0
41.03464,2.0,0.09722066,4685.2056,4083.6284,4229.7173,4327.2207,4350.669,4451.147,4594.171,4679.3774,4719.376,985.4894,547.1736,51.54231,0.044522677,-0.64206314,-0.7666518,-0.8544588,-0.5195191,1.0,2.0,1.0
41.0,2.0,0.09837,5067.0,4145.0,4495.0,4532.0,4573.0,5022.0,5055.0,5064.0,5064.0,1000.0,512.0,52.527103,0.044574447,-0.6422861,-0.766465,-0.8580649,-0.5135413,0.0,0.0,0.0
41.0,2.0,0.095526,4892.0,4176.0,4283.0,4323.0,4416.0,4826.0,4861.0,4891.0,4892.0,1000.0,896.0,49.352703,0.044626217,-0.64250904,-0.7662781,-0.8616292,-0.5075384,0.0,0.0,0.0
40.245766,1.9943347,0.09637892,4470.468,3988.005,4083.713,4159.763,4210.757,4259.6797,4376.1973,4507.357,4567.4785,984.293,791.3207,50.64882,0.044677988,-0.6427319,-0.76609117,-0.8651514,-0.50151074,1.0,1.0,6.0
40.14439,1.9934237,0.094019964,4430.8647,3914.073,4041.523,4118.479,4174.964,4238.374,4345.692,4430.45,4507.3784,983.7953,754.3713,51.111126,0.044729758,-0.6429547,-0.7659042,-0.86863154,-0.49545866,1.0,2.0,5.0
40.155766,1.9952474,0.09318808,4425.491,3906.8696,4045.5774,4120.6396,4161.6777,4233.4287,4347.5566,4431.417,4493.755,981.91846,751.21857,51.345715,0.04478153,-0.6431775,-0.76571715,-0.8720693,-0.48938245,1.0,3.0,4.0
40.325783,1.9947646,0.09286676,4408.6777,3905.24,4048.4966,4109.9556,4155.1685,4229.7837,4342.7075,4412.217,4483.807,985.044,771.2046,51.52343,0.0448333,-0.6434002,-0.76553,-0.8754645,-0.4832824,1.0,4.0,3.0
40.48971,1.9999006,0.092733994,4435.4136,3921.494,4060.414,4122.6646,4172.0293,4241.6045,4364.175,4432.3574,4504.327,984.92883,803.39984,51.744396,0.04488507,-0.6436229,-0.76534283,-0.87881714,-0.47715876,1.0,5.0,2.0
40.7332,1.9962853,0.09364922,4475.049,3985.0422,4089.003,4160.5186,4189.2036,4255.2046,4380.424,4467.556,4527.3584,989.28345,852.3224,51.907814,0.04493684,-0.64384544,-0.76515555,-0.88212687,-0.47101188,1.0,6.0,1.0
41.0,2.0,0.093735,4587.0,4001.0,4188.0,4227.0,4311.0,4438.0,4494.0,4583.0,4584.0,1000.0,1024.0,52.30592,0.04498861,-0.644068,-0.7649682,-0.8853936,-0.46484205,0.0,0.0,0.0
39.66236,1.9937648,0.09595761,4270.8193,3859.7222,3939.8372,4004.213,4021.74,4117.7812,4194.4756,4280.788,4364.7627,992.34033,825.1653,52.02746,0.04504038,-0.6442905,-0.7647809,-0.8886172,-0.45864955,1.0,1.0,6.0
39.326916,1.9963484,0.09567365,4243.0107,3798.579,3891.4182,3974.6516,4009.4507,4093.016,4179.224,4231.6973,4318.3223,986.8837,706.6608,51.98425,0.04509215,-0.64451295,-0.7645934,-0.89179754,-0.45243472,1.0,2.0,5.0
39.396942,1.9939618,0.095707744,4225.1963,3780.957,3877.9058,3964.312,3990.671,4070.731,4159.762,4217.008,4298.629,988.6382,642.004,51.94567,0.04514392,-0.64473534,-0.7644059,-0.89493436,-0.4461978,1.0,3.0,4.0
39.539383,1.9950705,0.09624919,4234.5405,3771.8044,3891.3044,3964.0215,3995.561,4065.2668,4164.8174,4222.0396,4305.4785,988.8045,582.1699,51.841965,0.04519569,-0.64495766,-0.76421833,-0.8980276,-0.43993917,1.0,4.0,3.0
39.663616,1.9966154,0.09739271,4263.911,3796.844,3915.1172,3985.6724,4020.1182,4085.6394,4198.168,4253.3916,4331.21,988.0077,524.2894,51.732937,0.04524746,-0.6451799,-0.7640307,-0.90107703,-0.43365908,1.0,5.0,2.0
40.293198,1.9960356,0.097034395,4336.539,3878.586,4000.183,4050.8708,4077.1501,4150.4346,4255.152,4321.5156,4397.8003,992.032,467.85956,51.4918,0.045299232,-0.64540213,-0.76384294,-0.90408254,-0.42735785,1.0,6.0,1.0
41.0,2.0,0.095146,4378.0,4001.0,4139.0,4182.0,4216.0,4262.0,4304.0,4377.0,4377.0,1000.0,384.0,51.13856,0.045351006,-0.6456243,-0.7636552,-0.907044,-0.42103583,0.0,0.0,0.0
38.70871,1.9968579,0.09807879,4144.8765,3758.3271,3849.9756,3920.3813,3929.4033,3992.0815,4069.9316,4145.4746,4227.0137,993.2709,517.0207,51.629295,0.045402776,-0.6458464,-0.7634674,-0.9099613,-0.41469324,1.0,1.0,8.0
39.2776,1.9969189,0.098763295,4228.577,3800.703,3895.3354,3980.8596,4011.302,4083.1057,4168.568,4230.9673,4309.932,991.0023,593.7079,51.785336,0.045454547,-0.64606845,-0.76327944,-0.91283417,-0.40833047,1.0,2.0,7.0
40.296547,1.9963462,0.099429026,4322.801,3876.9658,3981.6465,4066.3794,4097.781,4166.2827,4260.5005,4308.4136,4394.75,989.60944,636.37146,51.975212,0.045506317,-0.6462905,-0.7630915,-0.9156626,-0.40194777,1.0,3.0,6.0
41.41581,1.9962281,0.09954262,4436.671,3975.4434,4095.704,4171.5547,4205.3564,4278.0854,4383.5215,4419.629,4502.2583,990.0038,668.2375,52.084812,0.045558088,-0.64651245,-0.76290345,-0.91844636,-0.3955455,1.0,4.0,5.0
42.673443,1.9954886,0.09960548,4571.935,4098.3237,4227.334,4302.191,4332.0806,4407.798,4515.114,4556.1455,4639.17,990.04443,677.71515,52.123158,0.045609858,-0.6467343,-0.76271534,-0.92118543,-0.38912395,1.0,5.0,4.0
44.06725,1.992223,0.0992463,4729.886,4230.0034,4363.871,4433.834,4467.9053,4549.227,4662.3906,4704.8994,4783.482,993.0763,688.553,52.14468,0.04566163,-0.64695615,-0.7625272,-0.9238795,-0.38268343,1.0,6.0,3.0
45.646248,1.9980427,0.09883289,4877.0596,4364.1533,4513.0483,4580.474,4628.035,4706.8184,4821.2695,4860.0986,4933.009,993.15,694.4077,52.17951,0.0457134,-0.64717793,-0.762339,-0.92652863,-0.37622425,1.0,7.0,2.0
47.43636,1.9951184,0.099209085,5053.631,4587.045,4694.787,4766.5264,4787.521,4856.3276,4986.0728,5023.4497,5087.372,996.25635,705.039,52.071224,0.04576517,-0.64739966,-0.7621507,-0.9291326,-0.36974674,1.0,8.0,1.0
51.0,2.0,0.099253,5351.0,5050.0,5104.0,5226.0,5254.0,5301.0,5347.0,5351.0,5351.0,1000.0,768.0,51.900417,0.04581694,-0.64762133,-0.76196235,-0.9316912,-0.36325124,0.0,0.0,0.0
46.35604,1.9894652,0.09939711,4961.94,4529.6367,4616.606,4702.2764,4727.7227,4818.5635,4906.9224,4962.077,5041.625,997.1168,752.50305,52.22203,0.04586871,-0.64784294,-0.76177394,-0.93420446,-0.356738,1.0,1.0,8.0
45.847874,1.9927819,0.09736705,4957.418,4466.611,4593.331,4683.362,4726.1206,4826.2896,4915.1353,4951.926,5038.749,990.1783,703.2804,52.3217,0.04592048,-0.6480645,-0.7615854,-0.9366722,-0.3502074,1.0,2.0,7.0
46.13124,1.9889704,0.09768312,4984.983,4481.0894,4599.8027,4693.673,4740.943,4848.155,4940.868,4978.2944,5057.576,990.9585,667.72656,52.467125,0.04597225,-0.64828604,-0.7613969,-0.93909425,-0.3436597,1.0,3.0,6.0
46.396854,1.9932156,0.09795144,5029.302,4516.3135,4650.1094,4739.023,4781.449,4882.623,4996.9097,5022.453,5109.28,992.755,629.29553,52.539505,0.04602402,-0.6485075,-0.7612083,-0.94147056,-0.33709526,1.0,4.0,5.0
46.84278,1.9910469,0.097805694,5117.611,4558.0566,4714.1167,4794.0195,4837.6284,4956.4736,5080.884,5105.931,5187.6235,994.1944,578.8226,52.64775,0.04607579,-0.6487289,-0.7610196,-0.9438009,-0.3305144,1.0,5.0,4.0
47.388836,1.9893308,0.097701214,5218.677,4624.874,4772.1143,4864.1807,4915.2236,5048.885,5159.372,5190.8633,5278.6836,1000.0,528.4448,52.747604,0.04612756,-0.6489502,-0.7608309,-0.94608533,-0.32391742,1.0,6.0,3.0
47.991318,1.9914726,0.09807876,5319.127,4697.4233,4841.482,4932.503,5001.494,5132.839,5258.8896,5290.8076,5366.9014,1000.0,453.75186,52.986107,0.04617933,-0.64917153,-0.76064205,-0.94832367,-0.31730467,1.0,7.0,2.0
48.779503,1.987297,0.09582421,5448.717,4788.45,5000.413,5028.2183,5107.4517,5247.174,5369.4985,5394.164,5469.501,1000.0,338.47766,53.345543,0.046231102,-0.6493927,-0.76045316,-0.95051575,-0.31067643,1.0,8.0,1.0
51.0,2.0,0.094752,6402.0,5560.0,5635.0,5741.0,5986.0,6168.0,6400.0,6401.0,6401.0,1000.0,128.0,54.132736,0.046282873,-0.6496139,-0.7602643,-0.95266145,-0.30403307,0.0,0.0,0.0
48.02394,1.9981561,0.100124,5480.6567,4861.7437,5018.9834,5115.34,5135.541,5329.0435,5408.827,5456.449,5510.3804,1000.0,348.38055,52.92559,0.046334647,-0.64983505,-0.7600753,-0.9547608,-0.29737487,1.0,1.0,3.0
48.39026,1.9976051,0.098995,5553.0776,4867.639,5021.4297,5147.963,5195.0723,5353.3296,5472.4585,5538.1797,5589.1074,1000.0,495.0887,52.520016,0.046386417,-0.6500561,-0.7598862,-0.9568136,-0.2907022,1.0,2.0,2.0
48.90538,1.999665,0.10052052,5588.0283,4964.118,5120.102,5230.415,5290.132,5388.29,5520.2705,5586.3213,5604.081,1000.0,614.6699,52.508354,0.046438187,-0.65027714,-0.7596971,-0.95881975,-0.28401536,1.0,3.0,1.0
51.0,2.0,0.093735,6556.0,5340.0,5535.0,5754.0,5762.0,6106.0,6551.0,6553.0,6553.0,1000.0,1024.0,52.568066,0.046489958,-0.6504981,-0.7595079,-0.96077913,-0.27731466,0.0,0.0,0.0
38.928432,1.9835267,0.10305235,4555.7197,4004.4883,4058.4746,4188.6504,4217.8657,4295.7354,4415.706,4517.753,4612.4336,1000.0,950.17645,52.306534,0.046541728,-0.650719,-0.75931865,-0.9626917,-0.27060044,1.0,1.0,20.0
37.236416,1.9943302,0.10273838,4160.325,3738.6294,3843.2341,3977.7593,3985.6445,4053.1204,4133.1587,4190.306,4314.16,1000.0,894.9416,52.119606,0.0465935,-0.6509398,-0.7591293,-0.9645574,-0.26387304,1.0,2.0,19.0
37.2224,1.9957278,0.105018415,4142.018,3692.6956,3773.3682,3910.852,3934.5886,3988.0076,4097.45,4151.857,4265.1816,1000.0,833.84454,52.05855,0.04664527,-0.65116066,-0.7589399,-0.96637607,-0.2571328,1.0,3.0,18.0
37.339725,1.9922249,0.10781016,4106.5713,3639.9038,3746.773,3875.7876,3889.095,3936.418,4069.1042,4107.326,4225.1636,1000.0,817.1634,51.94928,0.04669704,-0.6513814,-0.7587505,-0.96814764,-0.25038,1.0,4.0,17.0
37.013195,1.9914591,0.11081771,4040.23,3592.7434,3695.992,3815.7905,3836.8933,3883.7742,4024.3389,4042.2205,4173.7466,1000.0,803.45544,51.89386,0.04674881,-0.6516021,-0.75856096,-0.969872,-0.24361502,1.0,5.0,16.0
36.894306,1.9910098,0.112866215,4043.8486,3588.9556,3688.295,3805.3435,3827.3445,3872.861,4014.4302,4017.8804,4155.804,1000.0,791.7579,51.82744,0.04680058,-0.6518227,-0.7583714,-0.9715491,-0.23683815,1.0,6.0,15.0
36.953056,1.9891818,0.11372133,4042.488,3570.1646,3679.853,3788.8926,3817.6216,3861.599,3995.735,4010.2183,4137.812,1000.0,782.546,51.803066,0.04685235,-0.6520433,-0.75818175,-0.97317886,-0.23004974,1.0,7.0,14.0
37.15712,1.9838037,0.11390197,4055.2625,3587.9463,3686.5574,3798.234,3834.6968,3879.932,4006.743,4012.823,4141.8667,1000.0,793.5204,51.76627,0.04690412,-0.65226376,-0.757992,-0.9747612,-0.22325012,1.0,8.0,13.0
37.43725,1.9823325,0.11420292,4070.132,3598.3809,3698.8718,3811.8555,3853.3325,3892.6199,4018.9924,4026.2744,4165.8286,1000.0,797.8545,51.74039,0.04695589,-0.65248424,-0.7578023,-0.976296,-0.21643962,1.0,9.0,12.0
37.78931,1.9835167,0.115187906,4085.8162,3626.039,3719.5454,3821.88,3865.1345,3910.7798,4038.2102,4030.0488,4183.214,1000.0,799.5536,51.701057,0.04700766,-0.65270466,-0.75761247,-0.97778326,-0.20961857,1.0,10.0,11.0
37.913574,1.9776008,0.11456467,4106.2114,3625.4,3732.9321,3827.1416,3884.454,3930.168,4054.5667,4040.522,4186.5615,991.7851,799.0929,51.625244,0.04705943,-0.652925,-0.75742257,-0.97922283,-0.2027873,1.0,11.0,10.0
37.87216,1.9759625,0.11418541,4097.648,3610.534,3711.542,3813.5085,3871.3784,3918.189,4047.5327,4024.2375,4175.591,973.4979,803.9952,51.473713,0.047111202,-0.6531453,-0.7572326,-0.98061466,-0.19594614,1.0,12.0,9.0
37.525692,1.9702065,0.11234482,4048.7805,3569.7473,3659.9326,3764.5913,3830.6665,3886.315,3995.3992,3972.466,4127.082,944.55383,806.7428,51.251633,0.047162972,-0.65336555,-0.7570426,-0.9819587,-0.18909544,1.0,13.0,8.0
36.968082,1.95916,0.10949409,3964.0745,3502.4385,3582.9062,3693.9033,3764.8809,3809.5986,3915.696,3884.9968,4035.5022,902.3889,794.00586,50.931496,0.047214743,-0.65358573,-0.7568525,-0.9832549,-0.18223552,1.0,14.0,7.0
36.244534,1.9438832,0.10592032,3857.6006,3420.7678,3484.2573,3588.7175,3663.5176,3702.2637,3795.9368,3768.315,3913.4343,852.97473,777.6508,50.428516,0.047266513,-0.65380585,-0.7566623,-0.9845032,-0.17536673,1.0,15.0,6.0
34.53636,1.9312576,0.101585574,3675.7563,3259.5793,3307.2437,3407.4336,3486.5747,3536.978,3625.257,3590.682,3729.6292,791.694,743.2535,49.745567,0.047318287,-0.654026,-0.7564721,-0.98570347,-0.16848938,1.0,16.0,5.0
32.4374,1.9220314,0.095174514,3449.8843,3051.6233,3094.1511,3200.4082,3279.9797,3309.3445,3423.7144,3373.659,3506.5173,722.4508,702.07117,48.851875,0.047370058,-0.654246,-0.75628185,-0.98685575,-0.16160382,1.0,17.0,4.0
30.130678,1.9102896,0.08622298,3200.8606,2814.9304,2835.419,2961.6538,3038.8594,3054.6204,3190.389,3102.1284,3238.388,646.6704,661.4446,47.723576,0.047421828,-0.6544659,-0.7560915,-0.98795986,-0.15471038,1.0,18.0,3.0
28.803108,1.9010519,0.074956864,2982.0447,2657.4922,2655.0684,2771.1855,2838.1165,2872.938,2994.3813,2894.465,2999.1553,553.0482,631.3518,46.28784,0.0474736,-0.65468585,-0.7559011,-0.9890159,-0.14780942,1.0,19.0,2.0
26.2863,1.8719001,0.05931303,2764.7976,2451.4077,2399.2666,2570.5574,2546.3906,2646.7385,2724.559,2651.8691,2793.1133,435.6005,595.2616,44.277504,0.04752537,-0.6549057,-0.7557106,-0.9900237,-0.14090124,1.0,20.0,1.0
11.0,1.9000001,0.0,1297.0002,1194.0001,1200.9998,1246.0,1263.0001,1297.0002,1296.9999,1297.0,1297.0,100.0,512.0,39.555073,0.04757714,-0.6551255,-0.75552005,-0.9909832,-0.13398619,0.0,0.0,0.0
