cpu_limit,cpu_usage,lat50_ms,lat75_ms,lat95_ms,lat99_ms,min_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
3.0,0.0119805,128.96094,160.70117,205.2207,241.36133,1.3808594,200.0,2304.0,698.2001,0.0294861,-0.36311573,0.93174404,0.0,0.0,0.0
2.0,0.00772911,52966.75,54812.53,56342.938,57040.36,44164.855,250.0,2304.0,883.98645,0.029562688,-0.35843584,0.93355435,0.0,0.0,0.0
1.0,0.0029504802,84904.55,85160.14,85505.625,85658.516,83960.07,200.0,2560.0,715.0264,0.029639274,-0.35374695,0.9353412,0.0,0.0,0.0
2.0,0.00736029,58520.4,59495.297,60735.14,61141.832,53391.22,300.0,2304.0,1038.1926,0.029715862,-0.34904912,0.9371044,0.0,0.0,0.0
1.0,0.0029635192,89056.5,89291.83,89557.67,89673.05,87816.33,250.0,2560.0,766.7302,0.029792449,-0.34434253,0.9388441,0.0,0.0,0.0
2.0,0.00735995,64827.77,65993.6,67351.07,67837.95,55975.22,300.0,2304.0,980.1605,0.029869035,-0.33962727,0.9405601,0.0,0.0,0.0
4.0,0.01703747,0.296875,0.359375,0.796875,1.5664062,0.16015625,100.0,2304.0,298.99976,0.029945623,-0.33490345,0.94225246,0.0,0.0,0.0
3.0,0.01135445,10909.629,14411.742,17244.938,18324.346,4236.8086,250.0,2304.0,891.24866,0.03002221,-0.3301712,0.9439211,0.0,0.0,0.0
4.0,0.01703747,51.726562,69.58789,99.68164,124.9707,0.37109375,150.00002,2304.0,368.939,0.030098798,-0.32543063,0.94556594,0.0,0.0,0.0
1.0,0.0029961593,90398.45,90723.24,91206.086,91495.39,89299.28,300.0,2560.0,880.3451,0.030175384,-0.32068187,0.94718695,0.0,0.0,0.0
4.0,0.01684641,44.90039,61.72461,87.91992,109.10547,3.9472656,150.00002,2304.0,379.46982,0.030251972,-0.31592503,0.9487842,0.0,0.0,0.0
3.0,0.01202353,22898.225,26126.934,29427.855,31039.361,9966.709,300.0,2304.0,983.12195,0.030328559,-0.31116027,0.95035744,0.0,0.0,0.0
4.0,0.01770054,57.367188,77.25,109.36328,126.708984,3.0917969,150.00002,2304.0,377.63895,0.030405147,-0.30638763,0.95190686,0.0,0.0,0.0
3.0,0.01202353,22692.652,26152.84,28902.146,30402.248,9805.068,300.0,2304.0,1001.95123,0.030481733,-0.3016073,0.95343226,0.0,0.0,0.0
2.0,0.00725255,72194.64,72718.43,73404.28,73767.25,69988.36,350.0,2304.0,1098.6292,0.030558322,-0.29681936,0.95493364,0.0,0.0,0.0
3.0,0.0122684,20957.693,23628.924,27255.266,28687.678,10513.72,300.0,2304.0,1055.576,0.030634908,-0.29202396,0.956411,0.0,0.0,0.0
1.0,0.0030405498,95151.28,95561.5,95778.63,95865.03,94058.35,400.0,2560.0,1217.2656,0.030711496,-0.2872212,0.9578643,0.0,0.0,0.0
1.9728436,0.007346919,66480.85,70274.445,68847.125,70281.45,62445.04,358.70325,2564.7263,1176.7288,0.030788083,-0.28241122,0.9592934,1.0,1.0,1.0
3.0,0.0122684,36885.92,39169.332,41190.195,42241.594,19863.035,350.0,2304.0,1203.5359,0.03086467,-0.27759412,0.9606984,0.0,0.0,0.0
1.0,0.0030198991,95685.3,95834.5,96084.914,96306.75,94758.88,400.0,2560.0,1217.2656,0.030941257,-0.27277005,0.9620793,0.0,0.0,0.0
3.0,0.01215267,36817.58,38325.766,40151.395,40836.4,22707.68,350.0,2304.0,1168.5437,0.031017845,-0.2679391,0.9634358,0.0,0.0,0.0
2.0,0.00740443,76654.47,77028.53,77593.125,78026.67,75106.4,400.0,2304.0,1211.1667,0.031094432,-0.26310137,0.9647682,0.0,0.0,0.0
3.0,0.01200277,37175.223,39652.09,41994.07,43086.203,27053.213,350.0,2304.0,1144.8934,0.03117102,-0.25825706,0.96607625,0.0,0.0,0.0
2.0,0.0074047195,78553.64,78948.734,79521.836,79896.734,75725.16,450.0,2304.0,1326.4733,0.031247607,-0.25340623,0.96735996,0.0,0.0,0.0
1.0,0.0030073198,97203.625,97450.87,97905.586,98121.35,96532.984,500.0,2560.0,1394.1228,0.031324193,-0.24854901,0.96861935,0.0,0.0,0.0
4.0,0.01691115,87.80859,109.40039,146.53711,178.39648,0.5917969,250.0,2304.0,519.41785,0.03140078,-0.24368554,0.9698543,0.0,0.0,0.0
1.0,0.0029849592,97884.3,98125.31,98656.83,98972.71,97129.59,500.0,2560.0,1394.1228,0.03147737,-0.23881593,0.97106487,0.0,0.0,0.0
4.0,0.01691115,193.95508,333.97656,4407.2383,5482.7656,19.353516,300.0,2304.0,857.73926,0.031553954,-0.23394032,0.97225094,0.0,0.0,0.0
2.0,0.0075328,75155.16,75699.22,76422.58,76799.8,72658.92,450.0,2304.0,1317.9453,0.031630542,-0.22905882,0.9734126,0.0,0.0,0.0
1.0,0.00295344,98210.17,98525.47,99185.88,99472.71,97313.4,550.0,2560.0,1211.9941,0.03170713,-0.22417155,0.9745497,0.0,0.0,0.0
2.0,0.00765649,78682.83,79182.67,79745.09,80092.94,75822.55,500.0,2304.0,1409.4786,0.03178372,-0.21927862,0.9756623,0.0,0.0,0.0
3.0,0.01183481,57929.535,58934.05,59765.258,60365.535,49590.58,450.0,2304.0,1382.8628,0.031860303,-0.21438019,0.9767503,0.0,0.0,0.0
2.765901,0.010617185,59636.305,63390.062,62509.246,63677.242,54697.07,452.6107,2405.7383,1415.918,0.03193689,-0.20947635,0.9778137,1.0,1.0,1.0
3.0,0.0117346,58604.035,59358.14,60086.094,60782.957,51228.605,450.0,2304.0,1404.2399,0.03201348,-0.20456724,0.9788525,0.0,0.0,0.0
1.0,0.00297096,98135.41,98345.664,98606.1,98892.51,97363.82,600.0,2560.0,1611.8948,0.032090068,-0.19965297,0.9798667,0.0,0.0,0.0
2.0,0.00763527,83076.62,83553.38,84122.164,84470.92,80485.5,550.0,2304.0,1582.379,0.032166652,-0.19473368,0.9808562,0.0,0.0,0.0
4.0,0.01638233,11503.335,13186.645,15757.022,16533.969,3900.5254,350.0,2304.0,1125.7037,0.03224324,-0.18980949,0.98182094,0.0,0.0,0.0
1.0,0.0029255403,97716.69,97896.05,98133.49,98261.15,96835.91,600.0,2560.0,1493.9628,0.03231983,-0.18488052,0.982761,0.0,0.0,0.0
4.0,0.01665073,11680.663,14331.651,16662.564,17743.469,3930.6152,350.0,2304.0,1140.7156,0.032396417,-0.1799469,0.9836763,0.0,0.0,0.0
3.140818,0.012934456,42039.547,45166.18,44513.68,46200.707,36230.434,423.18307,2296.444,1323.3562,0.032473,-0.17500874,0.98456687,1.0,1.0,1.0
3.0,0.01138386,65254.77,66557.77,67726.09,68292.06,58611.414,500.0,2304.0,1565.5281,0.03254959,-0.17006618,0.9854326,0.0,0.0,0.0
2.5336149,0.010820526,66586.19,70211.42,69288.49,70609.81,61342.75,522.94617,2395.5967,1649.0651,0.032626178,-0.16511934,0.9862736,1.0,1.0,1.0
2.0,0.00794756,84040.54,84626.41,85322.69,85823.016,81893.234,600.0,2304.0,1873.6947,0.032702766,-0.16016832,0.9870897,0.0,0.0,0.0
1.0,0.00218271,703.4844,819.209,935.7324,994.22656,382.73633,50.0,2816.0,345.98907,0.03277935,-0.1552133,0.987881,0.0,0.0,0.0
2.0,0.0078159,85806.78,86349.734,86907.94,87154.93,83479.73,600.0,2304.0,1701.1057,0.03285594,-0.15025435,0.9886474,0.0,0.0,0.0
1.0,0.00231998,8823.094,9210.576,9569.453,9814.078,6952.12,50.0,2816.0,344.78088,0.032932527,-0.14529163,0.9893889,0.0,0.0,0.0
2.838977,0.010687819,20758.627,24493.555,22561.523,23875.598,16387.969,237.18748,2474.4236,831.1477,0.033009116,-0.14032523,0.99010545,1.0,1.0,1.0
4.0,0.01604372,33137.164,35686.44,37913.29,38870.355,15936.481,450.0,2304.0,1406.9227,0.0330857,-0.13535532,0.9907971,0.0,0.0,0.0
3.1860037,0.014032832,46849.258,50369.824,50185.113,50492.11,40421.82,462.82965,2284.0376,1465.6337,0.03316229,-0.13038199,0.99146384,1.0,1.0,1.0
3.0,0.01209562,63285.734,64685.867,65982.93,66582.72,56526.445,550.0,2304.0,1779.6587,0.033238877,-0.12540539,0.9921056,0.0,0.0,0.0
2.6902063,0.011626242,65345.414,68797.44,68065.99,69138.66,59545.664,543.7946,2418.4639,1723.2461,0.03331546,-0.12042561,0.99272233,1.0,1.0,1.0
3.0,0.01203129,73718.08,74556.2,75625.195,76228.78,68887.984,600.0,2304.0,1752.9775,0.03339205,-0.11544282,0.99331415,0.0,0.0,0.0
1.0,0.0023608701,64966.598,65113.254,65326.977,65458.562,64183.85,100.0,2816.0,446.38205,0.033468638,-0.11045711,0.99388087,0.0,0.0,0.0
2.0151227,0.0057592406,20123.992,23727.244,20688.057,22186.492,16811.965,116.26271,2758.607,547.077,0.033545226,-0.10546862,0.9944226,1.0,1.0,1.0
2.0,0.00633963,0.39453125,0.5,0.796875,1.1835938,0.18359375,50.0,2560.0,261.30426,0.03362181,-0.10047748,0.9949393,0.0,0.0,0.0
3.0448709,0.0117844725,15055.382,18926.34,17592.293,18546.887,11177.204,212.43036,2439.4788,751.2079,0.0336984,-0.09548381,0.995431,1.0,1.0,1.0
4.0,0.01735209,38295.36,40281.83,42150.58,43239.39,22882.129,500.0,2304.0,1551.9335,0.033774987,-0.09048773,0.9958976,0.0,0.0,0.0
2.5355392,0.010143991,34309.516,37996.65,36776.43,37107.312,29125.207,255.89258,2491.756,920.48,0.033851575,-0.08548938,0.9963391,1.0,1.0,1.0
1.0,0.0028781695,70936.22,71195.336,71604.7,72090.234,70096.44,150.00002,2816.0,652.3249,0.03392816,-0.080488876,0.9967555,0.0,0.0,0.0
1.5026321,0.005325694,67937.19,71120.53,68324.57,69335.25,63390.992,244.86662,2767.817,883.10803,0.034004748,-0.07548634,0.99714684,1.0,1.0,1.0
1.0,0.0029440797,79129.84,79359.83,79580.414,79716.125,78369.97,150.00002,2816.0,560.1362,0.034081336,-0.070481904,0.99751306,0.0,0.0,0.0
1.2978394,0.0041666185,72188.56,75680.8,72483.84,73924.555,67834.164,231.06985,2817.1396,864.3062,0.034157924,-0.065475695,0.9978542,1.0,1.0,1.0
1.0,0.0030375803,79912.19,80168.57,80481.7,80880.21,79239.71,200.0,2816.0,814.59607,0.03423451,-0.06046784,0.99817014,0.0,0.0,0.0
3.0,0.01115182,0.31054688,0.35351562,0.453125,0.5957031,0.18945312,50.0,2560.0,246.32526,0.034311097,-0.055458456,0.998461,0.0,0.0,0.0
3.5605812,0.015747808,13860.2,17840.719,17105.562,17925.518,10225.986,303.38657,2382.1292,921.9993,0.034387685,-0.05044768,0.9987267,1.0,1.0,1.0
4.0,0.01939789,39088.227,41300.152,42854.277,43588.31,22779.674,550.0,2304.0,1692.6228,0.034464274,-0.045435634,0.9989673,0.0,0.0,0.0
2.349897,0.00960023,43727.98,47935.86,46643.555,46848.082,38362.05,281.28586,2582.14,1014.4005,0.034540858,-0.040422443,0.9991827,1.0,1.0,1.0
1.0,0.0034791199,82765.914,83006.1,83308.37,83490.93,81508.73,200.0,2816.0,719.3641,0.034617446,-0.035408236,0.99937296,0.0,0.0,0.0
1.8061154,0.00648286,50053.51,53701.477,51071.55,51767.703,45739.973,212.66263,2801.3677,805.5052,0.034694035,-0.030393137,0.999538,1.0,1.0,1.0
2.0,0.0068114,27691.93,29787.031,31145.635,31822.09,19881.455,150.00002,2560.0,644.1533,0.034770623,-0.025377272,0.99967796,0.0,0.0,0.0
4.0,0.01951729,41713.855,43653.02,45716.74,46362.2,30588.834,600.0,2304.0,1785.2908,0.034847207,-0.020360768,0.9997927,0.0,0.0,0.0
2.0,0.0068114,26276.322,28102.611,28954.604,29541.947,18673.537,150.00002,2560.0,611.1109,0.034923796,-0.015343751,0.9998823,0.0,0.0,0.0
4.0,0.01978109,38471.785,40142.04,41551.426,42265.594,16547.193,600.0,2304.0,1864.0732,0.035000384,-0.010326348,0.99994665,0.0,0.0,0.0
2.0,0.00633304,32607.934,36535.273,39877.023,40921.74,20530.139,200.0,2560.0,745.59076,0.03507697,-0.005308685,0.99998593,0.0,0.0,0.0
1.0,0.00335244,86199.555,86619.77,87174.86,87494.33,85053.17,300.0,2816.0,856.0845,0.035153557,-0.0002908882,0.99999994,0.0,0.0,0.0
2.1593695,0.007618993,43320.633,46690.62,44983.465,45071.355,38115.195,204.13731,2761.9563,778.7865,0.035230145,0.0047269156,0.99998885,1.0,1.0,1.0
3.0,0.01232679,221.14258,268.97656,346.0547,391.32617,62.52539,150.00002,2560.0,403.61578,0.035306733,0.0097446,0.9999525,0.0,0.0,0.0
3.1223698,0.01166133,2403.8906,5855.461,3981.83,4296.3477,1842.2832,144.21976,2537.79,444.79187,0.035383318,0.01476204,0.99989104,1.0,1.0,1.0
3.0,0.01132569,46.335938,73.197266,117.10742,139.1543,0.828125,150.00002,2560.0,374.77994,0.035459906,0.019779108,0.9998044,0.0,0.0,0.0
4.0,0.01904111,0.3125,0.34765625,0.41796875,0.51171875,0.2109375,50.0,2560.0,259.4898,0.035536494,0.024795678,0.99969256,0.0,0.0,0.0
3.0,0.01290519,223.50195,263.08594,328.1211,360.01172,16.367188,150.00002,2560.0,380.30542,0.035613082,0.029811624,0.9995555,0.0,0.0,0.0
1.0,0.00374817,91253.18,91385.95,91629.71,91967.67,90323.05,350.0,2816.0,993.30457,0.035689667,0.03482682,0.99939334,0.0,0.0,0.0
2.0,0.00659043,60034.86,60765.95,61906.758,62376.16,56271.5,250.0,2560.0,865.4029,0.035766255,0.039841138,0.999206,0.0,0.0,0.0
1.0,0.0036013299,93737.08,93961.55,94231.13,94346.17,92933.45,400.0,2816.0,1196.0565,0.035842843,0.04485445,0.9989935,0.0,0.0,0.0
2.0,0.0066021904,60234.1,61550.336,62719.04,63233.008,53157.914,250.0,2560.0,851.5093,0.03591943,0.04986664,0.9987559,0.0,0.0,0.0
1.5115924,0.0054659685,69224.94,72774.67,70785.52,71900.7,66335.02,291.0361,2800.7842,1017.9155,0.035996016,0.054877568,0.9984931,1.0,1.0,1.0
1.0,0.0033331295,94279.83,94584.13,95090.87,95429.92,93069.945,400.0,2816.0,1224.8022,0.036072604,0.059887115,0.9982052,0.0,0.0,0.0
2.0,0.00652586,66222.06,66988.2,67960.8,68269.945,63179.22,300.0,2560.0,981.23773,0.036149193,0.06489515,0.9978921,0.0,0.0,0.0
4.0,0.01717229,0.9140625,24.8125,57.35742,101.4043,0.18945312,100.0,2560.0,301.31,0.03622578,0.06990156,0.9975539,0.0,0.0,0.0
2.0,0.00679284,66938.58,67628.28,68366.07,68839.2,63793.344,300.0,2560.0,943.75934,0.036302365,0.07490621,0.9971906,0.0,0.0,0.0
4.0,0.017984442,0.32226562,0.44140625,1.0507812,2.84375,0.17578125,100.0,2560.0,315.3346,0.036378954,0.07990897,0.99680215,0.0,0.0,0.0
1.0,0.003077399,97251.3,97521.86,97913.02,98053.99,96297.67,450.0,2816.0,1287.9954,0.03645554,0.084909715,0.9963887,0.0,0.0,0.0
4.0,0.017984442,44.32422,64.05859,94.84961,117.39453,3.1640625,150.00002,2560.0,363.30292,0.03653213,0.08990833,0.99595004,0.0,0.0,0.0
3.0,0.01184331,14250.717,15405.706,17537.797,19502.89,7024.116,250.0,2560.0,917.1886,0.036608715,0.094904676,0.9954864,0.0,0.0,0.0
4.0,0.01708123,42.273438,56.44336,77.09375,93.384766,0.27148438,150.00002,2560.0,393.982,0.036685303,0.09989864,0.9949976,0.0,0.0,0.0
3.0,0.01173216,25511.84,28835.797,31887.307,33431.98,12198.341,300.0,2560.0,990.55615,0.03676189,0.10489008,0.9944838,0.0,0.0,0.0
4.0,0.019006629,31.638672,45.066406,66.73047,80.33984,0.21484375,150.00002,2560.0,376.67224,0.036838476,0.109878875,0.993945,0.0,0.0,0.0
3.0,0.01182999,26921.834,28122.232,29857.695,31144.953,20671.83,300.0,2560.0,1023.52484,0.036915064,0.11486491,0.99338114,0.0,0.0,0.0
4.0,0.019006629,59.94336,78.68359,113.60547,141.67383,0.39453125,200.0,2560.0,435.93323,0.036991652,0.11984805,0.99279225,0.0,0.0,0.0
1.0,0.0030932496,97159.766,97336.195,97720.19,97899.99,96258.38,550.0,2816.0,1504.2314,0.03706824,0.124828175,0.9921784,0.0,0.0,0.0
2.0,0.0069554104,78407.33,79149.47,79766.055,80187.97,75176.28,400.0,2560.0,1241.3379,0.037144825,0.12980516,0.99153954,0.0,0.0,0.0
1.0,0.0031500002,97997.516,98216.914,98428.44,98618.22,96543.64,600.0,2816.0,1442.9839,0.037221413,0.13477887,0.9908757,0.0,0.0,0.0
3.0,0.01227015,39570.0,41425.617,43186.17,43627.637,27839.732,350.0,2560.0,1190.9612,0.037298,0.1397492,0.9901869,0.0,0.0,0.0
2.9209886,0.011374961,42679.54,46420.188,45574.508,46950.305,37158.906,382.76166,2591.7542,1184.3068,0.03737459,0.144716,0.9894732,1.0,1.0,1.0
3.0,0.01231887,40241.996,41842.246,43514.832,44125.094,32733.963,350.0,2560.0,1182.9207,0.037451174,0.14967915,0.9887346,0.0,0.0,0.0
4.0,0.01678906,96.21289,123.18555,172.01367,198.38281,4.466797,250.0,2560.0,564.57214,0.037527762,0.15463854,0.9879711,0.0,0.0,0.0
3.0,0.01231887,42770.004,44140.18,45577.02,46124.586,31026.672,350.0,2560.0,1179.0746,0.03760435,0.15959403,0.98718274,0.0,0.0,0.0
4.0,0.01678906,94.92578,116.02344,154.6582,185.04688,8.751953,250.0,2560.0,533.58185,0.03768094,0.1645455,0.9863695,0.0,0.0,0.0
2.8318164,0.0118263345,36082.25,39135.805,37954.676,38742.586,30511.758,344.6635,2613.4346,1106.4137,0.037757523,0.16949284,0.9855314,1.0,1.0,1.0
2.0,0.0072416207,82337.11,83142.67,83917.77,84186.75,79650.4,450.0,2560.0,1216.3318,0.03783411,0.17443591,0.98466855,0.0,0.0,0.0
2.6614819,0.011376038,42281.89,45950.234,44751.758,45093.914,37276.543,361.17374,2671.106,1182.1635,0.0379107,0.17937459,0.98378086,1.0,1.0,1.0
4.0,0.01571154,3839.4727,5734.717,8862.469,10177.426,823.1875,300.0,2560.0,831.75836,0.037987288,0.18430874,0.9828684,0.0,0.0,0.0
3.3258452,0.014064679,21450.225,25322.418,24413.898,25848.04,16989.512,328.15054,2582.7754,1037.6964,0.038063873,0.18923827,0.9819312,1.0,1.0,1.0
3.0,0.0113702,52087.883,53497.86,55239.39,56008.758,42616.867,400.0,2560.0,1315.1273,0.03814046,0.19416301,0.98096925,0.0,0.0,0.0
2.6277099,0.010942331,58140.75,62117.625,60991.617,61917.95,53485.625,437.61334,2716.872,1382.2347,0.03821705,0.19908288,0.9799827,1.0,1.0,1.0
3.0,0.01072695,60532.016,61818.434,63218.96,63983.844,54554.28,450.0,2560.0,1475.1621,0.038293637,0.20399773,0.97897136,0.0,0.0,0.0
2.0,0.00819241,78946.266,79319.52,79834.336,80418.23,77263.695,500.0,2560.0,1350.7748,0.03837022,0.20890744,0.97793543,0.0,0.0,0.0
1.0,0.0027115997,18805.084,19011.777,19219.89,19460.36,18247.502,50.0,3072.0,348.03705,0.03844681,0.2138119,0.9768748,0.0,0.0,0.0
2.0,0.00830429,77724.72,78132.64,78736.61,79068.69,75906.555,500.0,2560.0,1540.6858,0.0385234,0.21871097,0.97578967,0.0,0.0,0.0
1.0,0.00258291,16781.684,16938.52,17155.549,17233.266,15870.27,50.0,3072.0,346.7141,0.038599983,0.22360453,0.97467995,0.0,0.0,0.0
4.0,0.01680239,10868.221,13299.212,16598.328,17928.256,3985.3564,350.0,2560.0,1155.2972,0.03867657,0.22849247,0.9735457,0.0,0.0,0.0
1.0,0.0026111896,52813.65,52976.938,53211.164,53322.914,51905.277,100.0,3072.0,453.85318,0.03875316,0.23337466,0.9723869,0.0,0.0,0.0
4.0,0.01653933,11349.656,13363.208,16956.27,18907.227,3959.046,350.0,2560.0,1128.8986,0.038829748,0.23825096,0.9712036,0.0,0.0,0.0
2.0,0.0081927,79284.086,79806.7,80438.67,80731.72,76767.484,550.0,2560.0,1716.2771,0.038906332,0.24312127,0.9699959,0.0,0.0,0.0
3.0,0.01070517,68556.24,69329.875,70223.016,70593.984,60690.875,500.0,2560.0,1553.6455,0.03898292,0.24798545,0.96876377,0.0,0.0,0.0
2.0,0.00795097,80206.61,80840.6,81355.89,81645.28,76270.914,550.0,2560.0,1660.5225,0.03905951,0.25284338,0.96750724,0.0,0.0,0.0
4.0,0.01665768,22106.941,23910.686,25801.264,26798.574,6203.913,400.0,2560.0,1282.1791,0.039136097,0.25769496,0.96622634,0.0,0.0,0.0
2.2873986,0.009215802,52537.098,56002.03,54208.555,54671.297,48607.855,324.39905,2790.2937,1029.1448,0.03921268,0.26254004,0.9649211,1.0,1.0,1.0
1.0,0.0028473,73401.99,73773.34,74101.63,74288.32,72242.39,150.00002,3072.0,558.2848,0.03928927,0.26737854,0.9635916,0.0,0.0,0.0
3.0,0.0118044,69088.95,69904.266,70935.98,71335.65,63860.65,550.0,2560.0,1590.8578,0.039365858,0.27221027,0.9622378,0.0,0.0,0.0
1.0,0.0032037804,63257.17,63597.395,63966.734,64257.656,62310.734,150.00002,3072.0,559.3047,0.039442446,0.27703518,0.9608598,0.0,0.0,0.0
3.0,0.0118044,70886.68,72016.66,73025.68,73388.766,66613.33,550.0,2560.0,1728.0245,0.03951903,0.28185308,0.9594576,0.0,0.0,0.0
1.0,0.0037796306,67169.3,67398.83,67603.195,67774.02,66007.836,200.0,3072.0,716.7631,0.03959562,0.2866639,0.95803124,0.0,0.0,0.0
4.0,0.01796781,27223.182,29016.906,30641.242,31578.691,14847.285,450.0,2560.0,1454.0267,0.039672207,0.2914675,0.95658076,0.0,0.0,0.0
2.0,0.00468634,0.6582031,2.3515625,7.7851562,15.181641,0.18945312,50.0,2816.0,251.73608,0.039748795,0.29626375,0.95510614,0.0,0.0,0.0
1.0,0.0038187113,74360.016,74642.3,75050.25,75267.37,73176.39,200.0,3072.0,675.8277,0.03982538,0.30105257,0.95360756,0.0,0.0,0.0
3.0,0.01169569,73817.97,74548.94,75267.0,75838.38,67194.984,600.0,2560.0,1774.719,0.039901968,0.3058338,0.9520849,0.0,0.0,0.0
1.0,0.0038185604,73890.71,74148.54,74530.66,74848.96,72746.42,200.0,3072.0,657.26465,0.039978556,0.3106073,0.95053834,0.0,0.0,0.0
3.0,0.01222164,70924.05,72388.625,73714.266,74170.11,62389.594,600.0,2560.0,1738.8667,0.040055145,0.315373,0.9489678,0.0,0.0,0.0
1.0,0.003507229,83294.93,83646.77,84154.43,84652.33,82214.03,250.0,3072.0,865.88214,0.04013173,0.32013077,0.9473734,0.0,0.0,0.0
4.0,0.01808782,35997.87,37848.73,39739.46,40336.29,22725.727,500.0,2560.0,1620.2014,0.040208317,0.32488048,0.94575506,0.0,0.0,0.0
2.876789,0.011309123,15514.688,19497.895,18064.434,20200.598,11329.533,248.43526,2758.212,831.1664,0.040284906,0.329622,0.944113,1.0,1.0,1.0
2.0,0.00577372,3185.6816,3933.8652,4380.7715,4482.0312,1043.1621,100.0,2816.0,332.12823,0.04036149,0.3343552,0.9424471,0.0,0.0,0.0
2.3450055,0.008559874,7551.508,12091.924,8942.623,10807.936,6748.25,131.6351,2896.2017,536.5753,0.04043808,0.33908,0.9407575,1.0,1.0,1.0
2.0,0.00602752,8770.789,10106.027,12581.527,13316.684,3990.2031,100.0,2816.0,453.7467,0.040514667,0.34379628,0.93904424,0.0,0.0,0.0
1.6281171,0.005689944,50853.258,55155.7,52580.36,53380.164,46687.523,216.13596,2972.0312,816.1341,0.040591255,0.3485039,0.93730736,1.0,1.0,1.0
1.0,0.0032975404,87785.91,88118.09,88633.45,88919.766,86621.94,300.0,3072.0,902.2546,0.04066784,0.35320273,0.9355468,0.0,0.0,0.0
4.0,0.01941433,29239.229,31286.406,33577.11,34829.11,13173.64,550.0,2560.0,1665.0281,0.040744428,0.35789266,0.9337627,0.0,0.0,0.0
2.0,0.00691464,23987.596,26204.53,27746.004,28845.697,13716.818,150.00002,2816.0,650.7889,0.040821016,0.3625736,0.93195516,0.0,0.0,0.0
4.0,0.019436877,33960.918,36144.17,39013.613,40235.85,16161.226,550.0,2560.0,1715.3392,0.040897604,0.36724538,0.9301241,0.0,0.0,0.0
3.0,0.01042669,0.31445312,0.375,0.546875,0.7890625,0.1875,50.0,2816.0,257.8227,0.04097419,0.37190795,0.9282696,0.0,0.0,0.0
1.0,0.0032091094,94640.09,94888.27,95261.03,95536.36,93312.87,350.0,3072.0,1051.0991,0.041050777,0.37656114,0.9263918,0.0,0.0,0.0
3.0,0.01042669,0.30273438,0.34570312,0.42773438,0.578125,0.17382812,50.0,2816.0,263.2376,0.041127365,0.38120484,0.9244906,0.0,0.0,0.0
2.0,0.0070391796,32927.445,35210.656,37011.117,37714.133,23337.195,200.0,2816.0,718.7251,0.041203953,0.38583896,0.9225662,0.0,0.0,0.0
3.0,0.0102862,0.6542969,1.4101562,4.4023438,7.5878906,0.1796875,100.0,2816.0,323.10065,0.041280538,0.39046335,0.9206185,0.0,0.0,0.0
2.0,0.0074167196,30378.84,32781.04,34820.07,35559.047,22473.621,200.0,2816.0,785.2032,0.041357126,0.3950779,0.9186476,0.0,0.0,0.0
1.0,0.003101619,97474.016,97715.25,97953.89,98130.76,96409.15,450.0,3072.0,1202.3357,0.041433714,0.39968252,0.91665363,0.0,0.0,0.0
2.0,0.00798918,15315.556,17858.09,20705.348,21556.074,10806.239,200.0,2816.0,761.57336,0.041510303,0.4042771,0.91463655,0.0,0.0,0.0
3.0,0.01082167,80.51172,99.08984,128.95703,147.4414,5.7421875,100.0,2816.0,310.44403,0.041586887,0.40886146,0.91259646,0.0,0.0,0.0
2.0,0.00798918,57309.008,58994.54,60026.89,60405.027,51434.438,250.0,2816.0,886.1204,0.041663475,0.41343555,0.91053337,0.0,0.0,0.0
3.0,0.01082167,238.40039,297.0586,389.52148,438.81836,64.87305,150.00002,2816.0,420.2701,0.041740064,0.4179992,0.9084474,0.0,0.0,0.0
1.0,0.0033796895,95172.16,95420.984,95794.44,95976.92,94060.16,500.0,3072.0,1339.5641,0.04181665,0.42255235,0.9063385,0.0,0.0,0.0
3.0,0.01086987,201.8457,330.7461,482.45703,612.3574,0.45507812,150.00002,2816.0,376.72546,0.041893236,0.42709485,0.9042068,0.0,0.0,0.0
4.0,0.01755166,0.29882812,0.33398438,0.42382812,1.0,0.18554688,50.0,2816.0,241.52031,0.041969825,0.43162662,0.90205234,0.0,0.0,0.0
2.0,0.00798909,52027.266,52708.477,53829.395,54356.17,49323.367,250.0,2816.0,886.8127,0.042046413,0.43614748,0.89987516,0.0,0.0,0.0
4.0,0.01239012,0.30078125,0.33398438,0.40429688,0.6113281,0.19921875,50.0,2816.0,241.52031,0.042122997,0.4406574,0.89767534,0.0,0.0,0.0
2.0,0.00798909,60897.582,62148.92,63250.91,63732.363,55629.68,300.0,2816.0,982.0693,0.042199586,0.44515622,0.8954529,0.0,0.0,0.0
4.0,0.01160304,0.29882812,0.328125,0.38476562,0.453125,0.18554688,50.0,2816.0,241.52031,0.042276174,0.44964382,0.89320797,0.0,0.0,0.0
2.0,0.00738363,61823.77,62986.574,64178.39,65003.29,56673.35,300.0,2816.0,986.99677,0.042352762,0.4541201,0.8909405,0.0,0.0,0.0
4.0,0.01450346,0.26953125,0.29492188,0.35742188,0.46289062,0.1875,100.0,2816.0,285.33142,0.042429347,0.45858493,0.8886506,0.0,0.0,0.0
2.0,0.00738363,63684.844,64592.27,65706.266,66411.016,61291.43,300.0,2816.0,951.8572,0.042505935,0.46303824,0.8863383,0.0,0.0,0.0
